Transaction_ID;Date;Customer_Name;Product;Total_Items;Total_Cost;Payment_Method;City;Store_Type;Discount_Applied;Customer_Category;Season;Promotion
1000003751;04.01.2020 22:11;Jessica Green;['Cereal Bars', 'Air Freshener'];1;39.93;Credit Card;Dallas;Department Store;False;Student;Fall;BOGO (Buy One Get One)
1000003752;13.03.2024 3:57;Katelyn Hill;['Spinach', 'Power Strips', 'Feminine Hygiene Products'];2;28.93;Debit Card;Miami;Supermarket;True;Professional;Fall;Discount on Selected Items
1000003753;07.05.2021 11:30;Megan Miller;['Spinach'];5;09.апр;Debit Card;Atlanta;Warehouse Club;True;Retiree;Summer;Discount on Selected Items
1000003754;29.07.2022 3:15;Jose Mullins;['Jam'];9;48.58;Credit Card;Chicago;Supermarket;False;Retiree;Summer;None
1000003755;11.08.2020 23:27;Tyler Lara;['Lawn Mower', 'Cereal', 'Cleaning Spray'];1;74.48;Cash;San Francisco;Department Store;True;Young Adult;Winter;Discount on Selected Items
1000003756;13.06.2020 10:41;Cameron Park;['Air Freshener', 'Trash Cans', 'Plant Fertilizer', 'Coffee', 'Toilet Paper'];8;47.11;Cash;Dallas;Supermarket;True;Professional;Winter;None
1000003757;23.10.2020 16:35;David Martinez;['Salmon', 'Apple', 'Salmon'];8;59.9;Debit Card;Los Angeles;Warehouse Club;False;Homemaker;Spring;BOGO (Buy One Get One)
1000003758;10.07.2021 21:00;Samantha Robinson;['Hair Gel', 'Chips', 'Feminine Hygiene Products', 'Mop'];4;17.32;Cash;Dallas;Department Store;False;Homemaker;Winter;BOGO (Buy One Get One)
1000003759;01.03.2022 1:02;Jared Walls;['Shampoo', 'Rice', 'Chips', 'Orange'];5;65.36;Credit Card;New York;Specialty Store;False;Middle-Aged;Spring;None
1000003760;08.05.2020 10:55;Heather Lee;['Banana'];10;16.56;Cash;Miami;Specialty Store;True;Young Adult;Summer;None
1000003761;12.09.2020 13:29;Kathy Rios;['Onions'];10;93.01;Mobile Payment;Chicago;Pharmacy;False;Young Adult;Spring;BOGO (Buy One Get One)
1000003762;25.09.2020 18:44;Jeffery George;['Soap', 'Ketchup', 'Rice'];1;78.22;Credit Card;Chicago;Supermarket;True;Retiree;Spring;Discount on Selected Items
1000003763;21.05.2023 16:22;Corey Williams;['Chips', 'Toothpaste', 'Shampoo', 'Razors', 'Butter'];10;45.6;Credit Card;New York;Pharmacy;False;Student;Spring;BOGO (Buy One Get One)
1000003764;01.05.2021 13:37;Shannon Fisher;['Shaving Cream'];4;65.36;Mobile Payment;Dallas;Warehouse Club;False;Teenager;Winter;None
1000003765;22.10.2021 23:32;Melinda Logan;['Olive Oil'];4;61.5;Credit Card;Boston;Pharmacy;False;Young Adult;Winter;Discount on Selected Items
1000003766;09.05.2020 1:12;Brian Reyes;['Mustard'];8;июн.88;Cash;Seattle;Department Store;True;Young Adult;Spring;BOGO (Buy One Get One)
1000003767;26.05.2020 8:36;Mr. James Gomez MD;['Power Strips'];9;73.07;Credit Card;Dallas;Specialty Store;True;Middle-Aged;Spring;BOGO (Buy One Get One)
1000003768;14.04.2021 0:17;Patricia Sanchez;['Feminine Hygiene Products', 'Salmon', 'Onions'];3;37.29;Debit Card;Los Angeles;Specialty Store;False;Teenager;Summer;None
1000003769;22.04.2022 21:47;William Sanders;['Razors', 'Banana', 'Toothpaste', 'Hand Sanitizer'];9;55.28;Cash;New York;Convenience Store;False;Teenager;Fall;BOGO (Buy One Get One)
1000003770;03.09.2022 11:24;Cassandra Jones;['Coffee', 'Olive Oil', 'Carrots', 'Eggs', 'Butter'];10;33.85;Cash;Atlanta;Convenience Store;False;Young Adult;Winter;None
1000003771;28.10.2021 18:25;Hailey Campbell;['Apple', 'Baby Wipes', 'Diapers'];4;93.77;Cash;Dallas;Pharmacy;False;Retiree;Fall;Discount on Selected Items
1000003772;30.08.2020 11:36;Steven Anderson;['Vinegar', 'Soda'];6;83.41;Credit Card;Atlanta;Warehouse Club;True;Student;Fall;BOGO (Buy One Get One)
1000003773;03.10.2020 16:51;Alexandria Clark;['Tea', 'Syrup', 'Razors', 'Air Freshener'];4;73.93;Debit Card;Atlanta;Pharmacy;True;Professional;Summer;None
1000003774;20.07.2022 19:24;Donald Lucero;['Carrots', 'BBQ Sauce'];6;ноя.96;Mobile Payment;San Francisco;Supermarket;True;Student;Fall;Discount on Selected Items
1000003775;11.06.2021 12:33;Jennifer Chavez;['Mop'];7;93.31;Credit Card;Seattle;Convenience Store;False;Retiree;Summer;BOGO (Buy One Get One)
1000003776;30.08.2021 0:09;Joshua Carr;['Bread', 'Syrup', 'Dish Soap', 'Garden Hose'];7;18.58;Cash;Dallas;Convenience Store;True;Homemaker;Fall;None
1000003777;29.01.2024 14:17;Taylor Martin;['Coffee', 'Toothbrush', 'Diapers'];7;92.28;Debit Card;Seattle;Warehouse Club;True;Middle-Aged;Spring;BOGO (Buy One Get One)
1000003778;15.05.2021 16:34;Dylan Henderson;['Extension Cords'];4;дек.41;Cash;Atlanta;Department Store;False;Young Adult;Spring;Discount on Selected Items
1000003779;20.05.2021 21:21;Ryan Martin;['Dustpan', 'Baby Wipes', 'Yogurt'];6;27.35;Debit Card;Miami;Pharmacy;True;Professional;Winter;BOGO (Buy One Get One)
1000003780;02.12.2021 17:24;Randy Barber;['Spinach', 'Toothpaste', 'Hand Sanitizer', 'Toothpaste'];6;68.22;Debit Card;San Francisco;Specialty Store;True;Homemaker;Fall;BOGO (Buy One Get One)
1000003781;16.11.2021 5:50;Nicole Gutierrez DVM;['Shower Gel', 'Potatoes'];3;98.52;Mobile Payment;Houston;Pharmacy;False;Student;Fall;BOGO (Buy One Get One)
1000003782;23.01.2024 13:37;Jacqueline Duncan DVM;['Iron'];5;ноя.31;Credit Card;Los Angeles;Convenience Store;True;Homemaker;Fall;BOGO (Buy One Get One)
1000003783;18.03.2022 0:41;Stephanie Morris;['Deodorant'];5;34.42;Debit Card;Atlanta;Warehouse Club;True;Teenager;Fall;BOGO (Buy One Get One)
1000003784;24.09.2022 10:15;Ashley Parker;['Diapers', 'Power Strips', 'Hand Sanitizer'];2;98.54;Debit Card;San Francisco;Department Store;True;Senior Citizen;Fall;BOGO (Buy One Get One)
1000003785;14.01.2021 17:25;Dorothy Curtis;['Yogurt', 'Baby Wipes'];8;45.05;Mobile Payment;Los Angeles;Pharmacy;False;Middle-Aged;Fall;BOGO (Buy One Get One)
1000003786;25.11.2023 21:21;Mariah Copeland;['Orange', 'Vinegar', 'Chips'];1;25.54;Mobile Payment;Chicago;Pharmacy;True;Professional;Winter;Discount on Selected Items
1000003787;14.01.2023 8:40;George Stout;['Toilet Paper', 'Paper Towels'];1;42.16;Cash;Seattle;Warehouse Club;True;Young Adult;Summer;Discount on Selected Items
1000003788;14.05.2020 16:47;Katherine Gilmore;['Sponges', 'Mustard'];8;66.83;Mobile Payment;Atlanta;Department Store;True;Young Adult;Summer;BOGO (Buy One Get One)
1000003789;19.11.2023 6:04;Paul Martinez;['Dish Soap', 'Cheese', 'Toilet Paper'];4;24.июл;Mobile Payment;Dallas;Pharmacy;True;Senior Citizen;Summer;None
1000003790;29.07.2020 1:19;James Hester;['Trash Bags'];9;95.13;Debit Card;Seattle;Specialty Store;False;Retiree;Winter;None
1000003791;29.04.2024 10:02;Seth Bishop;['Tuna', 'Mayonnaise', 'Chips', 'Yogurt', 'Dishware'];10;62.86;Cash;New York;Warehouse Club;True;Senior Citizen;Fall;Discount on Selected Items
1000003792;24.06.2022 13:15;Mr. John Taylor;['Tomatoes'];1;84.52;Mobile Payment;Seattle;Specialty Store;True;Senior Citizen;Spring;Discount on Selected Items
1000003793;20.02.2021 9:15;Cindy Alexander;['Dustpan', 'Milk'];4;52.78;Mobile Payment;San Francisco;Specialty Store;False;Student;Fall;None
1000003794;17.08.2023 20:10;Nathan Coleman;['Mayonnaise', 'Lawn Mower', 'Vinegar', 'Ice Cream', 'Olive Oil'];8;39.06;Credit Card;New York;Specialty Store;True;Middle-Aged;Fall;Discount on Selected Items
1000003795;03.10.2022 16:40;Daniel Berger;['Light Bulbs', 'Extension Cords', 'Broom'];9;65.46;Credit Card;Dallas;Convenience Store;False;Middle-Aged;Summer;Discount on Selected Items
1000003796;18.10.2023 23:45;Kevin Jenkins;['Milk', 'Razors', 'Diapers', 'Shaving Cream'];10;63.92;Cash;San Francisco;Supermarket;False;Middle-Aged;Winter;Discount on Selected Items
1000003797;13.02.2024 3:08;Shawn Wilson;['Eggs', 'Mop'];5;45.3;Credit Card;Dallas;Specialty Store;False;Retiree;Fall;BOGO (Buy One Get One)
1000003798;15.01.2021 23:06;Erica Howard;['Razors'];2;58.21;Debit Card;Seattle;Pharmacy;False;Senior Citizen;Summer;BOGO (Buy One Get One)
1000003799;03.11.2020 3:29;Brandi Mcdaniel;['Mop', 'Toothpaste'];1;14.22;Mobile Payment;New York;Supermarket;False;Middle-Aged;Winter;None
1000003800;08.10.2023 3:48;Paul Davenport;['Cheese', 'Shower Gel', 'Chips', 'Bath Towels', 'Banana'];1;57.37;Mobile Payment;Houston;Convenience Store;False;Student;Summer;BOGO (Buy One Get One)
1000003801;27.08.2022 21:22;Megan Lawson;['Yogurt'];5;22.13;Debit Card;Los Angeles;Department Store;True;Retiree;Summer;BOGO (Buy One Get One)
1000003802;10.08.2023 1:44;Terri Chavez;['Water'];10;30.июл;Mobile Payment;Dallas;Department Store;True;Professional;Fall;None
1000003803;04.10.2021 4:30;Robert Diaz;['Olive Oil'];9;сен.55;Credit Card;Miami;Supermarket;False;Young Adult;Summer;Discount on Selected Items
1000003804;13.05.2023 8:29;Lindsay Barnes;['Mustard', 'Feminine Hygiene Products', 'Syrup', 'Hair Gel'];4;61.23;Debit Card;Boston;Pharmacy;False;Student;Winter;Discount on Selected Items
1000003805;28.09.2023 21:27;David Mccarthy;['Peanut Butter', 'Spinach', 'Toothpaste'];1;92.66;Cash;Seattle;Specialty Store;True;Young Adult;Spring;Discount on Selected Items
1000003806;25.06.2022 1:07;William Zuniga;['Vinegar', 'Orange', 'Cereal Bars', 'Spinach', 'Mop'];9;июл.77;Credit Card;Dallas;Supermarket;True;Teenager;Winter;Discount on Selected Items
1000003807;12.06.2023 21:35;Larry Marquez;['Shower Gel', 'Chicken', 'Peanut Butter', 'Yogurt'];4;29.64;Cash;Miami;Convenience Store;True;Middle-Aged;Fall;None
1000003808;02.04.2022 13:36;Kimberly Williamson;['Dishware'];2;90.15;Credit Card;Dallas;Warehouse Club;False;Retiree;Spring;None
1000003809;20.06.2021 16:58;Nicholas Alexander;['Butter', 'Toilet Paper', 'Mustard'];4;39.08;Credit Card;Los Angeles;Supermarket;False;Teenager;Fall;Discount on Selected Items
1000003810;11.06.2020 6:39;Kimberly Ramsey;['Jam', 'Laundry Detergent', 'Shaving Cream'];3;35.35;Debit Card;New York;Pharmacy;False;Teenager;Winter;Discount on Selected Items
1000003811;08.01.2022 16:57;Teresa Gill;['Garden Hose', 'Ice Cream', 'Extension Cords', 'Dish Soap'];9;76.18;Debit Card;Boston;Department Store;False;Retiree;Fall;Discount on Selected Items
1000003812;01.05.2024 2:29;Christina Cook;['Garden Hose', 'Laundry Detergent'];6;67.16;Mobile Payment;Houston;Pharmacy;False;Middle-Aged;Winter;None
1000003813;21.11.2023 10:43;Paula Cole;['Rice', 'Cereal', 'Plant Fertilizer'];7;96.75;Mobile Payment;Dallas;Pharmacy;False;Young Adult;Summer;Discount on Selected Items
1000003814;14.04.2023 20:40;Julia Maddox;['Cleaning Spray', 'Tomatoes', 'Beef', 'Salmon'];8;62.94;Mobile Payment;Houston;Specialty Store;False;Teenager;Fall;None
1000003815;19.02.2020 3:04;Christina Green;['Vacuum Cleaner', 'Water'];7;30.72;Credit Card;Boston;Pharmacy;True;Retiree;Fall;Discount on Selected Items
1000003816;10.02.2024 9:52;Sean Watson;['Bread', 'Ironing Board', 'Tissues', 'Air Freshener'];7;95.71;Mobile Payment;Chicago;Supermarket;True;Middle-Aged;Winter;BOGO (Buy One Get One)
1000003817;16.12.2021 0:46;Jeffrey Cameron;['Honey', 'Plant Fertilizer', 'Hair Gel', 'Potatoes', 'Honey'];5;92.16;Cash;San Francisco;Pharmacy;True;Middle-Aged;Spring;BOGO (Buy One Get One)
1000003818;11.12.2023 18:57;Connie Ortega;['Coffee', 'Razors', 'Yogurt', 'Tomatoes'];9;ноя.87;Credit Card;Dallas;Specialty Store;False;Homemaker;Fall;None
1000003819;30.03.2022 14:50;Michelle Mills;['Trash Bags', 'Iron', 'Salmon'];3;68.34;Debit Card;Seattle;Specialty Store;False;Retiree;Spring;Discount on Selected Items
1000003820;17.08.2023 22:13;Tonya Moreno;['Soda', 'Dustpan', 'Tomatoes'];5;86.8;Cash;Los Angeles;Specialty Store;True;Middle-Aged;Fall;None
1000003821;17.03.2023 15:59;Matthew Anderson;['Soap'];8;97.1;Credit Card;Los Angeles;Supermarket;True;Middle-Aged;Winter;Discount on Selected Items
1000003822;30.08.2023 22:02;Kristin Crawford;['Hair Gel'];1;18.23;Debit Card;Los Angeles;Warehouse Club;False;Professional;Fall;BOGO (Buy One Get One)
1000003823;16.05.2024 20:57;Kent Jones;['BBQ Sauce'];8;58.94;Debit Card;Boston;Supermarket;False;Student;Spring;BOGO (Buy One Get One)
1000003824;21.12.2023 4:16;Robert Foley;['Coffee', 'Plant Fertilizer', 'Butter', 'Shrimp', 'BBQ Sauce'];5;99.65;Debit Card;Seattle;Department Store;True;Senior Citizen;Spring;None
1000003825;02.06.2021 11:38;Joshua Knight;['Sponges', 'Honey', 'Beef', 'Baby Wipes'];5;23.84;Credit Card;San Francisco;Warehouse Club;False;Professional;Summer;None
1000003826;16.08.2022 2:48;Bruce Walker;['Cereal', 'Vinegar', 'Beef', 'Coffee', 'Power Strips'];9;30.79;Mobile Payment;San Francisco;Pharmacy;False;Student;Fall;BOGO (Buy One Get One)
1000003827;16.11.2020 0:23;Sarah Smith;['Tea', 'Toothpaste'];8;13.25;Credit Card;Atlanta;Warehouse Club;True;Homemaker;Fall;Discount on Selected Items
1000003828;09.09.2021 22:51;Cynthia Benson;['Soap'];5;57.87;Mobile Payment;Seattle;Supermarket;True;Young Adult;Winter;Discount on Selected Items
1000003829;07.10.2021 1:13;Robert Navarro;['Eggs', 'Jam', 'Cereal'];5;76.72;Cash;Atlanta;Specialty Store;True;Homemaker;Summer;None
1000003830;28.02.2023 7:19;Jill Fox;['Toothpaste', 'Lawn Mower', 'Lawn Mower', 'Shower Gel'];7;94.61;Debit Card;Miami;Department Store;True;Senior Citizen;Spring;Discount on Selected Items
1000003831;08.11.2020 21:50;Kimberly Perry;['Diapers', 'Butter'];5;ноя.32;Mobile Payment;Atlanta;Convenience Store;False;Senior Citizen;Summer;Discount on Selected Items
1000003832;05.11.2020 4:40;Dr. Vincent Goodman;['Dustpan', 'Power Strips', 'Peanut Butter', 'Ketchup', 'Ironing Board'];2;61.67;Debit Card;New York;Pharmacy;False;Young Adult;Winter;Discount on Selected Items
1000003833;19.11.2022 10:53;Jonathon Smith;['Pickles', 'Canned Soup', 'Spinach'];9;25.34;Mobile Payment;Los Angeles;Specialty Store;True;Young Adult;Spring;Discount on Selected Items
1000003834;24.08.2020 3:13;Jaime May;['Jam', 'Air Freshener', 'Shampoo', 'Hand Sanitizer', 'Pasta'];2;19.июн;Cash;San Francisco;Supermarket;False;Middle-Aged;Winter;Discount on Selected Items
1000003835;31.05.2023 17:43;David Brown;['Paper Towels', 'Diapers', 'Cleaning Rags', 'BBQ Sauce', 'Toilet Paper'];7;94.47;Cash;Houston;Specialty Store;True;Senior Citizen;Fall;None
1000003836;12.01.2022 13:37;Robert Shaw;['Deodorant', 'Trash Cans', 'Tuna'];10;30.15;Cash;Los Angeles;Convenience Store;True;Homemaker;Summer;BOGO (Buy One Get One)
1000003837;15.11.2020 17:58;Keith Oconnor;['Cleaning Rags', 'Plant Fertilizer', 'Dishware', 'Laundry Detergent', 'Mop'];3;15.19;Credit Card;Dallas;Specialty Store;False;Middle-Aged;Spring;None
1000003838;02.12.2022 5:42;Julie Pena;['Ice Cream', 'Trash Cans', 'Eggs', 'Tuna'];7;49.77;Mobile Payment;Dallas;Convenience Store;True;Young Adult;Fall;Discount on Selected Items
1000003839;15.02.2021 22:12;Justin Garcia;['Razors', 'Apple', 'Toothpaste', 'Spinach'];2;50.28;Debit Card;Boston;Department Store;True;Retiree;Winter;None
1000003840;05.05.2020 19:15;Brian Sparks;['Lawn Mower'];4;90.62;Credit Card;Los Angeles;Supermarket;False;Student;Summer;Discount on Selected Items
1000003841;25.02.2020 4:54;Daniel Brooks;['Carrots', 'Diapers', 'Paper Towels', 'Tea', 'Cereal Bars'];7;90.78;Debit Card;Seattle;Supermarket;False;Student;Spring;BOGO (Buy One Get One)
1000003842;08.11.2021 8:29;Raymond Thompson;['Shrimp', 'Tissues'];8;ноя.38;Debit Card;Miami;Convenience Store;False;Homemaker;Fall;BOGO (Buy One Get One)
1000003843;13.03.2020 7:12;Kimberly Jones;['Hand Sanitizer', 'Sponges', 'Pasta'];4;91.78;Mobile Payment;San Francisco;Convenience Store;True;Middle-Aged;Winter;Discount on Selected Items
1000003844;08.07.2023 8:48;Michael Horton;['Power Strips'];1;11.июн;Mobile Payment;Boston;Warehouse Club;False;Young Adult;Spring;None
1000003845;25.12.2020 21:46;Jose Johnson;['Feminine Hygiene Products', 'BBQ Sauce'];4;18.56;Cash;Atlanta;Specialty Store;False;Young Adult;Summer;None
1000003846;06.07.2021 11:48;Patrick Mccarthy;['Trash Bags', 'Shaving Cream', 'Apple'];8;30.35;Mobile Payment;Atlanta;Department Store;True;Student;Winter;Discount on Selected Items
1000003847;09.09.2023 0:57;Kyle Garcia;['Jam', 'Hair Gel', 'Shrimp', 'Pancake Mix'];3;71.04;Debit Card;Houston;Department Store;False;Young Adult;Fall;Discount on Selected Items
1000003848;25.12.2021 16:01;Cindy Rivera;['Razors', 'Toothbrush', 'Air Freshener'];2;20.26;Cash;Seattle;Warehouse Club;False;Teenager;Winter;BOGO (Buy One Get One)
1000003849;19.06.2023 12:19;Jennifer Clark;['Cereal', 'Plant Fertilizer'];10;72.74;Mobile Payment;New York;Department Store;False;Young Adult;Winter;Discount on Selected Items
1000003850;14.04.2024 18:37;Mrs. Tammy Melton;['Dish Soap', 'Cleaning Rags', 'Water', 'Razors', 'Plant Fertilizer'];2;окт.64;Credit Card;Miami;Supermarket;True;Homemaker;Winter;None
1000003851;09.02.2024 5:41;Molly Davis;['Tomatoes', 'Garden Hose'];3;70.73;Cash;Houston;Supermarket;False;Retiree;Winter;BOGO (Buy One Get One)
1000003852;05.01.2022 0:50;Kristen Fuentes DVM;['Air Freshener'];7;31.25;Debit Card;Atlanta;Warehouse Club;False;Teenager;Spring;BOGO (Buy One Get One)
1000003853;13.04.2022 1:09;Michael Lopez;['Toilet Paper'];9;13.44;Debit Card;Boston;Specialty Store;False;Middle-Aged;Fall;None
1000003854;07.03.2023 0:41;Erik Davis;['Bath Towels', 'Feminine Hygiene Products'];6;66.56;Cash;Chicago;Department Store;True;Middle-Aged;Summer;Discount on Selected Items
1000003855;11.02.2022 3:16;Donna Garcia;['Jam'];4;91.73;Mobile Payment;Miami;Supermarket;True;Young Adult;Fall;Discount on Selected Items
1000003856;21.04.2021 3:26;John Lang;['Ironing Board', 'Syrup', 'Bread', 'Peanut Butter'];5;87.46;Credit Card;San Francisco;Warehouse Club;True;Homemaker;Winter;Discount on Selected Items
1000003857;15.08.2021 3:34;Brian Perez;['Salmon', 'Hand Sanitizer', 'Baby Wipes'];10;69.57;Debit Card;Los Angeles;Specialty Store;True;Homemaker;Fall;None
1000003858;30.10.2022 21:34;Thomas Coleman;['Bread', 'Yogurt', 'Garden Hose'];7;75.41;Cash;Boston;Specialty Store;True;Professional;Summer;BOGO (Buy One Get One)
1000003859;01.10.2021 8:25;Jacob Newton;['BBQ Sauce', 'Potatoes'];8;64.31;Cash;Atlanta;Convenience Store;False;Student;Spring;None
1000003860;30.01.2022 19:53;Alicia Cannon;['Orange', 'Trash Bags', 'Tomatoes', 'Trash Cans', 'Toothpaste'];2;20.16;Cash;Atlanta;Specialty Store;True;Retiree;Fall;BOGO (Buy One Get One)
1000003861;09.11.2020 5:40;Donna Henry;['Tuna', 'Milk'];3;47.96;Mobile Payment;New York;Department Store;True;Young Adult;Summer;None
1000003862;17.02.2023 23:04;Carl Weaver;['Mayonnaise', 'Baby Wipes', 'Iron', 'Ironing Board'];5;09.июн;Mobile Payment;Atlanta;Department Store;False;Homemaker;Summer;BOGO (Buy One Get One)
1000003863;24.09.2023 4:00;Kerri Smith;['Banana', 'Coffee', 'Carrots'];8;87.19;Cash;Houston;Convenience Store;False;Teenager;Winter;None
1000003864;29.11.2023 12:03;Jessica Wu;['BBQ Sauce', 'Ironing Board'];8;36.53;Cash;Seattle;Pharmacy;False;Homemaker;Winter;None
1000003865;04.05.2020 14:14;Mary Johnson;['Garden Hose', 'Canned Soup'];5;22.23;Credit Card;Miami;Pharmacy;False;Teenager;Spring;Discount on Selected Items
1000003866;28.12.2022 13:41;Kimberly Chavez;['Salmon', 'Ironing Board', 'Bath Towels', 'Shrimp', 'Pickles'];7;36.18;Mobile Payment;Seattle;Supermarket;True;Professional;Fall;None
1000003867;25.03.2021 0:15;Amanda Holmes MD;['Rice', 'Toothbrush'];7;43.5;Mobile Payment;Seattle;Supermarket;False;Middle-Aged;Spring;None
1000003868;09.04.2020 13:59;Tyler Friedman;['Power Strips', 'Feminine Hygiene Products'];4;39.39;Cash;Seattle;Department Store;False;Senior Citizen;Fall;BOGO (Buy One Get One)
1000003869;08.04.2020 22:27;Ryan Rodriguez;['Light Bulbs'];6;31.17;Mobile Payment;New York;Department Store;True;Professional;Summer;None
1000003870;21.08.2021 8:20;Kevin Garcia;['Mayonnaise'];5;53.78;Mobile Payment;New York;Convenience Store;True;Middle-Aged;Summer;None
1000003871;17.02.2020 20:52;Charles Boyd;['Dish Soap', 'Apple', 'Soap'];8;24.44;Cash;San Francisco;Department Store;True;Teenager;Fall;Discount on Selected Items
1000003872;20.06.2023 17:04;Joseph Austin;['Onions', 'Syrup', 'Broom', 'Milk'];6;52.49;Mobile Payment;San Francisco;Department Store;True;Young Adult;Spring;Discount on Selected Items
1000003873;26.07.2022 9:02;Heather Smith;['Rice', 'Power Strips', 'Chicken', 'Trash Cans', 'Syrup'];1;84.72;Debit Card;San Francisco;Supermarket;False;Middle-Aged;Spring;None
1000003874;04.07.2023 16:39;Heather Gray;['Cereal Bars', 'Coffee', 'Canned Soup', 'Deodorant'];1;77.42;Cash;Chicago;Warehouse Club;False;Teenager;Spring;BOGO (Buy One Get One)
1000003875;10.11.2023 23:18;Kayla Spears;['Dish Soap', 'Coffee', 'Light Bulbs', 'Tuna', 'Honey'];6;14.66;Cash;Los Angeles;Supermarket;True;Professional;Fall;BOGO (Buy One Get One)
1000003876;28.06.2020 16:33;Justin Williams;['Pasta', 'Dishware', 'Trash Cans'];2;15.55;Cash;Miami;Warehouse Club;True;Middle-Aged;Winter;None
1000003877;12.08.2021 8:54;Joseph Morris;['Spinach', 'Power Strips'];8;80.36;Credit Card;Houston;Supermarket;False;Middle-Aged;Fall;Discount on Selected Items
1000003878;24.08.2023 10:59;Christopher Mcdonald;['Chips', 'Carrots', 'Broom', 'Hand Sanitizer', 'Power Strips'];10;57.31;Cash;San Francisco;Department Store;False;Retiree;Fall;BOGO (Buy One Get One)
1000003879;19.12.2021 5:38;Jerry Johnson;['Syrup'];3;94.03;Mobile Payment;Atlanta;Convenience Store;False;Professional;Spring;None
1000003880;04.09.2021 3:47;Joe Morton;['Olive Oil', 'Trash Cans', 'Shower Gel'];8;86.21;Mobile Payment;Chicago;Warehouse Club;False;Teenager;Spring;None
1000003881;31.12.2022 0:02;Alexander Smith;['Eggs', 'Paper Towels'];8;08.сен;Mobile Payment;San Francisco;Convenience Store;True;Middle-Aged;Summer;None
1000003882;06.05.2020 5:48;Natasha Adkins;['Pancake Mix', 'Extension Cords'];10;43.01;Debit Card;Boston;Convenience Store;False;Young Adult;Spring;Discount on Selected Items
1000003883;10.11.2022 4:33;Linda Vargas;['Mustard'];8;54.68;Debit Card;Miami;Warehouse Club;True;Middle-Aged;Summer;BOGO (Buy One Get One)
1000003884;25.12.2020 11:32;Zachary Adams;['Shrimp', 'Shampoo', 'Bath Towels'];5;23.19;Credit Card;Boston;Specialty Store;False;Student;Fall;None
1000003885;11.10.2023 22:33;Sarah Chen;['Shaving Cream', 'Toothbrush', 'Cheese', 'Cereal'];9;69.52;Cash;Houston;Supermarket;True;Middle-Aged;Summer;BOGO (Buy One Get One)
1000003886;01.07.2021 6:06;Christine Hernandez;['Razors', 'Cereal Bars', 'Spinach', 'Water'];8;67.86;Credit Card;San Francisco;Department Store;False;Retiree;Winter;None
1000003887;08.06.2023 3:26;Bruce Roy;['Dishware', 'BBQ Sauce'];5;дек.51;Cash;Miami;Specialty Store;False;Retiree;Spring;Discount on Selected Items
1000003888;08.11.2023 6:43;Erin Weeks;['Jam', 'Power Strips'];10;92.56;Debit Card;Houston;Pharmacy;True;Middle-Aged;Spring;None
1000003889;11.10.2023 10:06;Ashley Garcia;['Carrots', 'Broom', 'Mayonnaise', 'Dishware', 'Power Strips'];10;94.54;Cash;New York;Supermarket;False;Professional;Winter;Discount on Selected Items
1000003890;22.02.2021 17:23;Alexis Tucker;['Yogurt', 'Soap', 'Toothpaste'];2;58.95;Cash;Chicago;Specialty Store;True;Retiree;Fall;BOGO (Buy One Get One)
1000003891;06.09.2022 3:34;Kelly Lambert;['Beef', 'Air Freshener', 'Diapers'];7;50.62;Cash;Atlanta;Convenience Store;False;Retiree;Fall;None
1000003892;17.03.2023 20:13;Charles Harrison;['Onions', 'Vinegar', 'Razors', 'Milk'];2;60.96;Credit Card;Houston;Convenience Store;True;Young Adult;Summer;BOGO (Buy One Get One)
1000003893;11.01.2021 5:54;Natalie Wilson;['Ice Cream', 'Beef', 'Garden Hose', 'Air Freshener', 'Sponges'];5;46.15;Mobile Payment;New York;Warehouse Club;True;Young Adult;Summer;Discount on Selected Items
1000003894;22.07.2022 7:53;William Smith;['Pancake Mix', 'Beef', 'Tomatoes', 'Bread'];5;98.94;Credit Card;Houston;Department Store;False;Homemaker;Winter;BOGO (Buy One Get One)
1000003895;01.12.2023 17:19;Brenda Graham;['Lawn Mower', 'Toothpaste', 'Mayonnaise'];2;22.19;Mobile Payment;San Francisco;Department Store;True;Retiree;Spring;None
1000003896;05.03.2021 8:08;Jamie Moody;['Razors', 'Shaving Cream', 'Trash Cans'];1;51.08;Mobile Payment;Miami;Convenience Store;False;Young Adult;Summer;Discount on Selected Items
1000003897;28.02.2022 7:44;Darrell Snyder;['Shaving Cream', 'Razors', 'Dish Soap'];5;28.93;Cash;San Francisco;Supermarket;True;Student;Winter;Discount on Selected Items
1000003898;04.01.2021 19:57;Michael Washington;['Hand Sanitizer', 'Garden Hose', 'Cheese'];5;10.ноя;Credit Card;Los Angeles;Convenience Store;False;Professional;Fall;BOGO (Buy One Get One)
1000003899;05.04.2023 17:10;Cody Rodriguez;['Shrimp', 'Toilet Paper', 'Pasta', 'Shower Gel', 'Sponges'];10;88.99;Debit Card;New York;Pharmacy;False;Professional;Spring;BOGO (Buy One Get One)
1000003900;25.11.2023 14:49;Mr. Alvin White;['Milk'];10;55.61;Debit Card;Houston;Convenience Store;True;Teenager;Spring;None
1000003901;17.09.2022 6:07;Adrian Mclean;['Tissues', 'Salmon'];3;61.41;Debit Card;Los Angeles;Warehouse Club;True;Homemaker;Winter;BOGO (Buy One Get One)
